Group.1,x
A. alba Log/Entire Tree,1.35079150173497
A. alba Stump,1.33711584684304
Broadleaf Log/Entire Tree,0.975900072948533
Broadleaf Stump,0.707106781186548
Conifer Log/Entire Tree,1.2328828005938
Conifer Stump,0.6963624307217
F. sylvatica Log/Entire Tree,1.30703226177984
F. sylvatica Stump,0.86991767240168
No ID Log/Entire Tree,0.894427190999916
No ID Stump,0.668557923421521
P. abies Log/Entire Tree,1.43396494160498
P. abies Stump,1.1603513358298
