Plot,Richness
1,3.81081081081081
2,3.10714285714286
3,3.03448275862069
4,3.02777777777778
5,2.22222222222222
6,3.15789473684211
7,3.75862068965517
8,2.59615384615385
9,2.94117647058824
10,2.74193548387097
11,3.17241379310345
12,3.25
13,2.5
14,4.55555555555556
15,3.42105263157895
16,3.66666666666667
17,3.77777777777778
18,3.08333333333333
19,3.64705882352941
20,3.2
21,2.86666666666667
22,3.16666666666667
23,3.41176470588235
