Plot,GroupedTreeSpecies,Treedata.Tree_Decay,Treedata.DBH_cm ,,
39,2,2,10.5,,
39,2,3,12,,
39,2,2,25,,
39,2,2,9,,
39,2,5,11,,
39,1,2,15,,
39,1,2,19,,
39,1,2,7,,
39,1,3,10.5,,
39,2,1,43,,
39,1,2,45.5,,
39,2,2,9,,
39,1,2,13,,
39,1,2,10.5,,
39,2,3,18,,
39,2,2,19,,
39,2,2,74,,
44,2,3,29,,
44,2,4,25.5,,
44,2,5,34,,
44,2,4,18.5,,
44,2,3,41,,
44,2,4,24.5,,
44,2,4,33.5,,
44,2,4,14,,
44,2,5,26.5,,
44,2,3,11.5,,
44,2,5,12,,
44,2,3,60,,
44,2,4,13,,
44,2,4,61.5,,
44,1,3,15,,
44,2,4,44.5,,
44,2,4,33,,
44,2,4,28,,
44,2,5,22.5,,
44,2,5,10.5,,
44,2,3,18.5,,
44,2,3,8.5,,
44,2,4,41.5,,
44,2,4,39.5,,
44,2,4,17,,
44,2,4,36.5,,
44,2,4,27,,
44,2,4,38,,
44,2,3,14,,
44,2,5,25,,
44,2,4,27,,
44,2,4,31.5,,
44,2,4,33,,
44,2,4,45,,
45,2,4,45.5,,
45,2,5,56,,
45,2,5,10,,
45,2,5,10,,
45,2,3,9.5,,
45,2,5,15,,
45,2,5,15,,
45,2,5,28,,
45,2,5,45,,
45,2,3,7,,
45,2,4,12.5,,
45,2,4,34.5,,
45,2,4,10.5,,
45,2,3,47,,
45,2,2,19.5,,
45,2,2,15,,
45,2,3,34,,
45,2,3,27,,
45,2,3,29,,
45,2,4,48,,
45,NA,NA,NA,,
45,2,4,26.5,,
45,2,4,12,,
45,2,5,25,,
45,2,5,55,,
45,2,3,42.5,,
45,2,3,37.5,,
45,2,3,22,,
45,2,3,52.5,,
45,2,4,42.5,,
45,2,3,11,,
45,2,3,28.5,,
45,2,2,50,,
45,2,4,37,,
45,2,3,41,,
45,2,4,35,,
45,2,4,7,,
45,2,4,30,,
45,2,3,60.5,,
45,2,4,28,,
45,2,3,64.5,,
45,2,4,28.5,,
45,2,2,22,,
45,2,3,23,,
45,2,3,16.5,,
45,2,4,8.5,,
45,2,4,33.5,,
45,2,3,9,,
45,2,3,40,,
45,2,4,52,,
45,2,5,42.5,,
45,2,5,45,,
45,2,4,29,,
45,2,4,22.5,,
45,2,3,7.5,,
45,2,4,47,,
45,2,5,33,,
45,2,4,31.5,,
45,2,4,23,,
45,2,4,36.5,,
45,2,4,24,,
45,NA,NA,NA,,
46,2,1,18,,
46,2,4,18,,
46,1,2,15,,
46,1,2,22.5,,
46,1,2,17,,
46,1,2,18.5,,
46,1,2,24,,
46,1,3,8,,
46,1,2,25,,
46,1,2,20.5,,
46,1,2,13.5,,
46,1,2,15.5,,
46,2,5,9,,
46,1,2,16.5,,
46,1,2,18,,
46,1,3,25,,
46,1,4,14.5,,
46,1,3,15,,
46,1,2,21.5,,
46,1,3,22,,
46,1,2,28,,
46,1,2,18.5,,
46,1,2,9,,
46,1,3,9,,
46,1,2,27,,
46,1,5,13,,
46,1,4,10,,
46,2,3,7,,
46,1,4,18.5,,
46,1,4,16.5,,
46,1,4,24,,
46,2,3,27,,
46,2,4,18,,
46,1,2,30.5,,
46,1,3,31,,
46,2,3,9,,
46,1,4,13,,
46,2,3,12,,
46,1,2,21.5,,
46,2,3,10,,
46,2,3,31.5,,
46,2,3,23,,
46,2,3,12.5,,
46,2,3,23.5,,
46,2,3,9,,
46,2,3,15.5,,
46,2,4,15.5,,
46,2,3,17.5,,
46,2,3,20.5,,
46,2,3,12.5,,
46,2,3,35,,
46,2,4,12,,
46,2,4,9,,
46,2,3,10,,
46,2,3,13,,
46,2,3,27,,
46,2,3,17,,
46,2,3,32,,
46,2,5,19,,
46,2,3,12,,
46,2,2,29.5,,
46,2,3,27.5,,
46,2,2,13,,
46,2,3,11,,
46,2,4,38,,
46,2,4,13,,
46,2,3,14,,
47,1,3,8,,
47,1,3,20.5,,
47,1,3,36.5,,
47,2,3,35,,
47,2,5,15,,
47,2,3,32,,
47,2,3,12,,
47,2,4,35,,
47,2,5,9,,
47,2,4,8,,
47,2,3,32.5,,
47,2,3,14,,
47,2,4,18.5,,
47,2,4,30.5,,
47,2,2,20,,
47,2,4,35.5,,
47,2,3,60,,
47,1,4,28.5,,
47,2,4,13,,
47,1,4,7,,
47,1,4,11.5,,
47,2,2,41.5,,
47,2,4,36,,
47,2,5,25,,
47,2,3,20.5,,
47,2,4,16,,
47,NA,4,NA,,
47,2,3,30,,
47,2,4,8,,
47,2,4,12,,
47,2,3,11,,
47,2,3,23,,
47,2,3,27.5,,
47,2,4,44,,
47,2,3,41.5,,
47,2,3,7.5,,
47,2,3,48,,
47,2,3,54,,
47,2,4,60,,
47,1,4,15.5,,
47,2,3,37,,
47,2,4,47,,
47,2,5,24.5,,
47,2,2,24.5,,
47,NA,NA,NA,,
48,2,5,55.5,,
48,2,3,76.5,,
48,2,4,8,,
48,2,3,92.5,,
48,NA,NA,NA,,
48,NA,NA,NA,,
48,NA,NA,NA,,
48,1,3,11.5,,
48,1,3,8.5,,
48,1,3,12.3,,
48,1,3,10.5,,
48,2,4,14,,
48,1,3,8,,
48,NA,NA,NA,,
48,2,3,27,,
48,2,3,18.5,,
48,2,3,16.5,,
48,2,4,22,,
48,NA,NA,NA,,
48,NA,NA,NA,,
48,2,4,24,,
48,2,4,18,,
48,2,4,26,,
48,2,4,32,,
48,1,3,8,,
48,1,3,8,,
48,2,3,7,,
48,2,4,28,,
48,2,3,24,,
48,1,2,7.5,,
48,2,4,61,,
48,2,4,17,,
48,1,4,17,,
48,2,4,7,,
48,2,3,9,,
48,2,4,11,,
48,2,5,50,,
48,2,4,11.5,,
48,2,3,53,,
48,2,4,10.5,,
48,2,3,24,,
50,NA,NA,NA,,
50,2,4,24,,
50,2,4,18,,
50,2,4,11,,
50,2,3,33,,
50,2,4,9.5,,
50,2,3,40,,
50,1,3,45,,
50,2,4,50,,
50,2,4,76,,
50,2,4,41,,
50,2,4,14.5,,
50,2,1,7,,
50,2,4,44,,
50,2,2,18.5,,
50,2,2,44,,
50,NA,NA,NA,,
50,2,3,40.5,,
50,2,4,25.5,,
50,2,3,55,,
50,2,5,20,,
50,2,4,36,,
50,2,4,40,,
50,2,4,43,,
50,2,4,39,,
50,2,4,27,,
52,2,4,8.5,,
52,2,3,14.5,,
52,NA,NA,NA,,
52,2,3,9.5,,
52,2,4,8,,
53,2,3,61,,
53,2,3,30,,
53,2,3,41.5,,
53,2,3,16,,
53,2,3,55,,
53,2,3,10,,
53,2,3,13,,
53,2,3,69,,
53,2,3,47,,
53,2,4,32,,
53,2,3,10,,
53,2,3,56,,
53,2,2,7,,
53,2,4,40.5,,
53,2,4,24,,
53,2,3,9.5,,
53,2,4,72.5,,
53,2,4,29.5,,
53,2,4,28,,
53,2,4,30,,
53,2,3,16,,
53,2,4,26.5,,
53,2,4,36.5,,
53,2,3,77.5,,
53,2,4,68.5,,
53,2,4,74.5,,
53,2,4,45.5,,
53,2,4,33,,
53,2,3,8,,
53,2,3,8,,
53,2,3,15.5,,
53,2,3,47,,
53,2,3,32.5,,
53,2,3,21.5,,
54,2,2,25.5,,
54,2,1,7.5,,
54,2,2,54,,
54,NA,4,45,,
54,2,4,37,,
54,2,4,21,,
54,2,4,12.5,,
54,2,2,15,,
54,2,3,21,,
54,2,4,31,,
54,1,2,14,,
54,1,2,7.5,,
54,2,2,12,,
54,2,3,14.5,,
54,2,3,18,,
54,2,4,35,,
54,2,5,47,,
54,2,4,26,,
54,NA,3,34,,
54,1,2,21.5,,
54,2,4,25,,
54,1,2,13.5,,
54,2,4,44,,
54,2,3,21.5,,
54,2,4,18,,
54,2,4,17,,
54,2,5,18,,
54,2,4,20.5,,
54,2,4,34,,
54,2,4,51,,
54,2,3,31.5,,
54,2,2,24,,
54,2,4,26,,
54,2,4,27,,
54,2,3,22.5,,
54,2,4,31.5,,
54,1,2,12.5,,
55,2,1,85,,
55,2,3,11,,
55,2,2,20,,
55,2,3,10.5,,
55,2,4,43,,
55,2,5,30,,
55,2,4,74,,
55,2,1,9,,
55,2,1,7,,
55,2,2,83,,
55,2,1,7.5,,
55,2,1,18,,
55,2,4,15,,
55,2,4,17,,
55,2,4,23.5,,
55,2,3,12,,
55,2,4,9.5,,
55,2,4,11,,
55,2,2,30.5,,
55,2,2,16.5,,
55,2,2,19.5,,
55,2,1,35,,
55,2,4,11,,
55,2,4,17,,
55,2,2,7,,
55,2,3,7.5,,
55,2,4,12,,
55,2,4,34,,
55,2,2,63,,
56,2,2,28,,
56,2,2,23,,
56,2,4,63,,
56,1,3,9.5,,
56,2,1,8,,
56,2,2,12,,
56,2,3,19.5,,
56,2,4,43,,
56,2,4,45.5,,
56,2,2,13,,
56,2,5,41,,
56,2,5,80.5,,
56,2,4,72,,
56,2,4,75,,
56,2,4,52.5,,
56,2,4,63,,
56,2,5,60,,
56,2,4,78,,
56,2,4,44,,
56,2,4,83,,
56,2,3,59.5,,
56,2,3,69,,
56,2,4,37.5,,
56,2,3,27,,
56,2,2,7.5,,
56,2,4,19,,
56,2,4,12,,
56,2,4,16,,
56,2,4,81,,
56,2,2,7,,
56,1,1,10.5,,
56,2,2,14.5,,
56,2,4,44,,
56,2,3,43,,
56,1,2,8,,
56,2,2,13,,
56,2,4,22,,
56,2,2,24,,
56,2,5,43,,
56,2,4,9.5,,
56,2,2,23.5,,
56,2,4,27,,
56,2,4,57.5,,
56,2,2,38,,
56,2,4,22,,
56,2,5,39,,
56,2,4,18.5,,
57,2,1,14,,
57,2,3,23,,
57,2,4,64,,
57,2,4,66.5,,
57,2,2,8.5,,
57,2,3,18,,
57,2,4,61,,
57,2,2,54.5,,
57,2,4,19,,
57,2,2,46.5,,
57,2,3,23.5,,
57,2,5,73,,
57,2,4,43,,
57,NA,NA,NA,,
57,2,3,8,,
57,2,3,7.5,,
57,2,4,34.5,,
57,2,4,28.5,,
57,2,3,34,,
57,2,2,46.5,,
57,2,1,7,,
57,2,5,11,,
57,2,1,11,,
57,2,4,17.5,,
57,2,2,39.5,,
57,2,4,42,,
57,2,5,41,,
57,2,3,21,,
57,2,3,26,,
57,2,4,49,,
57,2,4,50.5,,
57,2,2,50.5,,
57,2,3,29,,
58,NA,NA,NA,,
58,NA,NA,NA,,
58,1,2,10.5,,
58,2,4,16.5,,
58,2,3,27,,
58,2,4,18.5,,
58,2,4,15,,
58,2,4,37.5,,
58,2,2,15,,
58,2,4,32,,
58,2,4,34,,
58,2,4,12,,
58,2,5,43,,
58,2,4,27,,
58,2,4,26.5,,
58,2,4,14,,
58,2,4,29.5,,
58,2,3,21.5,,
58,2,4,8.5,,
58,2,3,26,,
58,2,4,41,,
58,2,4,43,,
58,2,4,38,,
58,2,4,24.5,,
58,2,3,11.5,,
58,2,4,42,,
58,2,4,24,,
58,2,5,51,,
58,2,4,22,,
58,2,4,16.5,,
58,2,4,40.5,,
58,2,2,30.5,,
58,1,2,8.5,,
59,2,4,14,,
59,2,3,28,,
59,2,3,25.5,,
59,2,3,35,,
59,2,4,21,,
59,2,2,35,,
59,2,4,8.5,,
59,2,4,18.5,,
59,2,3,8,,
59,2,3,36.5,,
59,2,4,36.5,,
59,2,4,26,,
59,2,3,26.5,,
59,2,3,22.5,,
59,2,4,12,,
59,1,3,8,,
59,2,4,33.5,,
59,2,2,37,,
59,2,2,7,,
59,2,4,15,,
59,2,3,33.5,,
59,1,2,9.5,,
59,2,3,36.5,,
59,2,3,11,,
59,1,4,13.5,,
59,1,3,8,,
59,1,3,9.5,,
59,2,4,11,,
59,2,2,9,,
59,2,3,10,,
59,2,5,11.5,,
59,2,4,9,,
59,2,2,29,,
59,2,3,11,,
59,2,3,35.5,,
59,2,5,10.5,,
59,2,2,22.5,,
59,2,2,31.5,,
59,2,5,28,,
59,2,3,32,,
59,2,2,30.5,,
59,2,3,23.5,,
59,2,3,35.5,,
59,2,3,33,,
59,2,3,10,,
59,2,3,29,,
59,2,3,8,,
59,2,3,8.5,,
59,2,2,11,,
59,2,2,8,,
59,2,3,9,,
59,2,3,15.5,,
59,1,2,9.5,,
59,2,3,33,,
59,2,2,16,,
59,2,3,25,,
59,2,4,24.5,,
59,2,4,9,,
59,1,3,7.5,,
59,2,5,7.5,,
59,2,4,30.5,,
59,2,4,14.5,,
59,1,3,13.5,,
59,2,3,23,,
59,1,4,8,,
59,2,4,9.5,,
59,2,4,31.5,,
59,2,4,41,,
59,2,3,17,,
59,1,4,22.5,,
59,2,3,27.5,,
59,2,3,34,,
59,2,2,9.5,,
59,1,3,21,,
59,2,4,11.5,,
59,2,4,9,,
59,2,4,10,,
59,1,3,14,,
59,2,2,43,,
59,1,4,9,,
59,2,4,24,,
59,2,3,22.5,,
59,1,2,18,,
59,1,3,7,,
59,2,3,17.5,,
59,2,4,16.5,,
59,2,5,14.5,,
59,2,2,27,,
59,NA,NA,NA,,
60,2,3,71,,
60,2,3,42,,
60,2,4,107,,
60,2,4,29.5,,
60,2,3,86,,
60,2,3,108.5,,
60,2,3,18.5,,
60,2,4,61.5,,
60,2,3,25,,
60,2,3,19.5,,
60,2,5,41,,
60,2,4,42.5,,
60,2,4,60.5,,
60,2,3,10.5,,
60,2,3,73.5,,
60,2,4,17,,
60,2,4,75,,
60,2,3,73.5,,
60,2,4,45,,
60,2,4,48.5,,
60,2,3,14.5,,
60,2,2,94,,
60,2,4,46.5,,
60,1,2,8.5,,
60,2,4,8.5,,
60,2,4,53,,
60,2,3,82,,
60,2,4,8,,
60,2,4,58,,
60,2,4,12,,
60,2,4,65.5,,
60,1,3,19,,
60,2,4,43,,
60,2,4,41,,
60,1,3,14.5,,
60,1,3,14,,
60,1,3,10.5,,
60,2,4,52,,
60,2,4,57,,
60,2,4,73.5,,
60,1,2,13.5,,
60,1,3,8,,
60,2,4,58,,
60,2,4,27,,
60,NA,NA,NA,,
61,2,2,13,,
61,1,4,20,,
61,1,4,36,,
61,1,3,44,,
61,1,5,32,,
61,1,5,10,,
61,1,4,9.5,,
61,1,5,35.5,,
61,1,3,10,,
61,1,3,32.5,,
61,1,3,34,,
61,1,3,7.5,,
61,1,4,25,,
61,1,3,37.5,,
61,1,3,12,,
61,1,4,51.5,,
61,2,4,8.5,,
61,1,4,20.5,,
61,2,3,18,,
61,1,4,38,,
61,2,4,12.5,,
61,1,4,62.5,,
61,1,3,10,,
61,1,4,34,,
61,1,4,17.5,,
61,1,4,28,,
61,1,5,23,,
61,1,4,7,,
61,1,4,8,,
61,1,3,7,,
61,1,3,10,,
61,1,4,13.5,,
61,1,5,16.5,,
61,2,3,7,,
61,1,4,10.5,,
61,1,4,10,,
61,1,4,37.5,,
61,1,4,13,,
61,1,4,43.5,,
61,1,4,61.5,,
61,1,4,37,,
61,1,4,9,,
61,NA,NA,NA,,
63,1,3,27,,
63,2,4,9.5,,
63,2,4,18,,
63,2,5,23.5,,
63,2,4,9,,
63,2,4,8.5,,
63,1,3,44,,
63,2,4,10.5,,
63,2,4,13,,
63,2,3,13,,
63,1,3,8.5,,
63,1,4,57,,
63,1,3,13,,
63,1,3,7,,
63,1,3,8,,
63,1,3,9,,
63,1,3,14.5,,
63,1,4,33.5,,
63,1,3,16.5,,
63,1,3,9.5,,
63,2,4,12,,
63,2,3,8,,
63,2,3,8.5,,
63,2,4,16.5,,
63,2,4,51.5,,
63,1,3,15,,
63,2,4,11,,
63,2,4,58.5,,
63,2,3,15,,
63,2,3,14,,
63,2,4,10,,
63,2,4,13.5,,
63,1,3,10,,
63,2,4,19,,
63,2,4,30.5,,
63,1,4,12,,
63,2,4,38.5,,
63,1,4,10.5,,
63,1,3,8.5,,
63,1,2,16,,
63,1,3,9,,
63,1,3,9,,
63,1,3,9,,
63,1,3,8,,
63,1,4,14,,
63,1,3,39.5,,
63,1,3,12.5,,
63,2,4,64,,
63,1,3,10.5,,
63,1,4,26,,
63,2,3,37,,
63,2,3,8.5,,
63,2,2,41,,
63,2,2,7,,
63,2,3,68.5,,
63,1,3,18.5,,
63,2,4,43,,
63,1,3,9,,
63,2,3,10,,
63,2,4,17.5,,
63,2,2,37,,
63,2,4,18,,
63,2,5,18,,
63,2,4,34,,
63,2,4,16.5,,
64,1,4,20.5,,
64,1,3,60,,
64,1,4,23,,
64,1,3,37.5,,
64,2,3,37,,
64,1,3,10,,
64,2,4,46.5,,
64,1,3,9,,
64,1,3,21,,
64,1,3,7,,
64,2,3,36.5,,
64,2,3,48,,
64,1,2,8,,
64,1,3,8,,
64,1,3,10,,
64,1,4,7.5,,
64,1,4,7.5,,
64,1,3,44,,
64,1,3,12.5,,
64,1,3,8.5,,
64,2,4,23,,
64,1,3,23.5,,
64,2,4,27.5,,
64,1,3,9,,
64,2,3,51.5,,
64,2,3,9.5,,
64,2,4,10.5,,
64,2,2,60,,
64,1,3,52.5,,
64,2,4,21,,
64,2,3,50.5,,
64,2,4,45,,
64,1,3,25.5,,
64,1,4,24.5,,
64,2,4,39,,
64,2,4,56,,
64,2,4,66,,
64,2,4,60.5,,
64,2,4,10,,
64,1,2,38.5,,
64,2,4,50.5,,
64,2,3,11.5,,
64,1,4,33,,
64,2,4,28.5,,
64,2,5,27,,
64,2,4,41,,
64,2,4,48.5,,
64,NA,NA,NA,,
64,2,3,10,,
64,2,4,15,,
64,2,2,52,,
64,1,3,7,,
64,2,4,24,,
64,NA,NA,NA,,
65,2,3,27.5,,
65,2,3,7,,
65,2,2,9.5,,
65,2,2,10.5,,
65,2,4,8,,
65,2,3,17,,
65,1,4,7,,
65,1,4,7,,
65,2,2,20.5,,
65,2,4,10.5,,
65,2,3,20,,
65,2,4,38,,
65,2,3,22,,
65,2,3,67,,
65,2,3,53,,
65,2,4,45,,
65,2,3,47.5,,
65,2,3,9,,
65,2,5,14,,
65,2,4,76.5,,
65,1,3,7.5,,
65,1,3,7,,
65,1,3,8.5,,
65,1,1,7.5,,
65,2,4,12,,
65,2,4,8,,
65,2,1,8,,
65,1,3,8,,
65,2,5,27,,
65,2,3,59.5,,
65,2,2,9.5,,
65,2,3,7,,
65,2,3,9.5,,
65,2,2,11,,
65,2,4,52,,
65,2,4,12,,
65,2,4,31,,
65,2,3,40,,
65,2,3,15,,
65,2,2,61,,
65,2,4,15,,
65,2,3,7.5,,
65,2,3,32.5,,
65,2,3,47,,
65,2,3,9.5,,
65,2,3,47,,
65,2,3,71.5,,
65,2,3,50.5,,
65,2,2,8,,
65,2,4,43.5,,
65,2,3,59.5,,
65,2,3,52.5,,
65,2,3,52.5,,
66,2,3,33.5,,
66,2,3,31.5,,
66,2,3,28,,
66,2,4,36.5,,
66,2,2,39.5,,
66,2,5,29,,
66,2,4,8,,
66,2,3,39.5,,
66,2,4,40.5,,
66,2,4,39,,
66,2,3,44.5,,
66,2,3,11,,
66,2,4,31.5,,
66,2,2,51.5,,
66,2,4,25.5,,
66,2,4,39,,
66,2,4,37.5,,
66,1,3,29,,
66,2,4,25,,
66,1,3,30.5,,
66,1,4,25,,
66,1,3,31,,
66,2,4,41,,
66,1,3,17.5,,
66,2,4,15.5,,
66,2,3,8,,
66,2,4,39,,
66,2,4,54,,
66,1,4,27.5,,
66,2,3,46,,
66,2,3,40.5,,
66,2,4,36,,
66,2,3,43.5,,
66,2,4,38.5,,
66,2,4,41.5,,
66,2,4,16,,
66,2,4,46,,
66,1,3,8,,
66,2,3,46.5,,
66,2,3,47.5,,
66,2,2,45,,
66,2,3,50,,
66,2,2,45,,
66,2,2,41,,
66,2,2,41.5,,
66,2,3,41,,
66,2,4,13.5,,
66,2,3,10,,
66,2,3,27,,
67,2,4,8.5,,
67,2,3,10.5,,
67,2,4,14.5,,
67,2,4,7.5,,
67,2,4,45,,
67,2,5,20,,
67,2,4,10,,
67,2,3,38.5,,
67,2,4,51.5,,
67,2,4,26.5,,
67,2,2,38,,
67,2,4,31.5,,
67,2,3,49,,
67,2,4,23,,
67,2,3,23.5,,
67,2,3,57.5,,
67,2,4,21,,
67,2,3,76.5,,
67,2,3,43,,
67,2,4,26,,
67,2,4,22.5,,
67,2,3,24.5,,
67,2,4,25,,
67,2,4,19.5,,
67,2,4,40,,
67,2,2,11.5,,
67,2,4,24,,
67,2,4,35.5,,
67,2,3,70.5,,
67,2,4,17,,
67,2,3,58,,
67,2,4,30.5,,
67,2,3,39.5,,
67,2,4,24.5,,
67,2,4,17.5,,
67,2,4,47,,
67,2,2,11,,
67,2,4,37.5,,
67,2,4,28,,
67,2,4,33,,
67,2,3,15,,
67,2,4,9,,
67,2,4,48.5,,
67,2,4,50.5,,
68,2,3,34,,
68,2,3,20,,
68,2,3,62,,
68,2,3,30.5,,
68,2,3,27.5,,
68,2,3,64.5,,
68,2,4,39,,
68,2,4,17.5,,
68,2,3,43.5,,
68,2,4,21.5,,
68,2,4,55.5,,
68,2,4,20.5,,
68,2,3,11,,
68,2,4,36.5,,
68,2,4,70.5,,
68,2,2,18.5,,
68,2,4,10,,
68,2,4,68,,
68,2,4,16,,
68,2,4,19,,
68,1,1,7,,
68,2,2,43,,
68,2,2,15.5,,
68,2,2,14.5,,
68,2,2,8.5,,
68,2,2,16.5,,
68,2,2,7,,
68,2,2,7.5,,
68,2,5,23,,
68,2,4,20.5,,
68,2,4,74,,
68,2,4,10.5,,
68,2,4,9,,
68,2,4,11,,
68,2,4,16.5,,
68,1,3,7.5,,
68,2,3,42,,
68,2,3,41,,
68,2,3,38,,
68,1,2,21,,
68,2,4,15.5,,
68,2,3,57.5,,
68,2,4,10,,
68,2,3,12.5,,
68,2,3,10.5,,
68,2,3,39,,
68,2,4,18.5,,
68,2,4,57.5,,
68,2,4,9.5,,
68,2,3,14,,
68,2,3,57.5,,
68,1,2,7,,
68,2,3,73,,
68,2,4,33,,
68,2,3,20.5,,
68,2,4,89,,
68,2,3,15,,
68,2,3,16.5,,
68,2,4,50.5,,
68,2,4,14,,
68,2,3,80,,
68,2,3,25,,
68,2,3,33,,
68,2,3,17,,
68,2,3,28.5,,
68,2,3,52.5,,
68,2,3,39.5,,
68,2,4,16,,
68,2,2,79.5,,
68,2,3,48.5,,
69,2,4,42.5,,
69,2,4,26,,
69,2,4,62,,
69,2,4,18,,
69,2,3,46,,
69,NA,NA,NA,,
69,2,4,73,,
69,2,4,50,,
69,2,4,40.5,,
69,NA,3,NA,,
69,2,2,71,,
69,NA,NA,NA,,
69,2,2,58,,
69,2,4,23,,
69,2,4,44,,
69,2,4,35,,
69,2,4,51,,
69,2,4,41,,
69,2,5,7.5,,
69,2,4,8,,
69,2,4,70,,
69,2,4,50,,
69,2,4,48,,
69,2,4,18,,
69,2,3,59,,
69,2,4,51,,
69,2,4,34,,
69,2,4,45,,
71,2,3,36,,
71,2,2,11.5,,
71,2,4,38.5,,
71,2,4,36,,
71,2,4,14,,
71,2,1,17,,
71,2,3,40.5,,
71,2,4,42.5,,
71,2,1,10,,
71,2,2,32.5,,
71,2,1,23,,
71,2,1,44.5,,
71,NA,5,92114,,
71,2,5,14,,
71,2,4,35.5,,
71,2,2,44,,
71,2,4,22.5,,
71,2,2,42.5,,
71,2,2,34,,
71,2,4,14.5,,
71,2,4,26.5,,
71,2,4,35,,
71,NA,NA,NA,,
71,2,3,27.5,,
71,2,2,28,,
71,2,2,21,,
71,2,4,22,,
71,2,4,31.5,,
72,2,4,25,,
72,1,1,11.5,,
72,1,1,17.5,,
72,2,4,20,,
72,2,4,23,,
72,2,4,27.5,,
72,2,4,37,,
72,2,2,7,,
72,2,2,7.5,,
72,2,2,9,,
72,1,1,21,,
72,2,1,7,,
72,2,4,32,,
72,2,3,11,,
72,2,2,14.5,,
72,2,1,16.5,,
72,2,4,22,,
72,2,4,41,,
72,2,2,17.5,,
72,2,1,74,,
72,2,3,43,,
72,2,1,55,,
72,2,1,15.2,,
72,2,1,68,,
72,2,4,32,,
72,2,2,8.5,,
72,2,1,21,,
72,1,2,9,,
72,2,2,102,,
72,2,2,65.5,,
72,2,3,83,,
72,2,3,68,,
72,2,3,10.5,,
72,2,3,74,,
72,2,4,42,,
72,2,4,34.5,,
72,2,3,82,,
72,2,3,51.5,,
72,2,4,44,,
73,2,4,39,,
73,2,5,28,,
73,1,4,12,,
73,2,5,22,,
73,2,5,35,,
73,2,4,54.5,,
73,2,4,65,,
73,NA,NA,NA,,
73,1,4,33,,
73,2,5,79,,
73,2,4,13,,
73,2,3,46,,
73,2,4,48,,
73,2,3,46.5,,
73,2,4,51,,
73,2,3,7,,
73,2,5,44,,
73,2,5,65.5,,
73,2,4,48,,
73,2,4,71.5,,
73,2,3,77.5,,
73,2,3,70,,
73,2,3,8,,
73,NA,4,82.5,,
73,2,4,12.5,,
75,1,2,14,,
75,1,2,10,,
75,1,2,36.5,,
75,1,2,9,,
75,1,4,45.5,,
75,2,3,40,,
75,1,2,11,,
75,1,2,8.5,,
75,1,2,8,,
75,2,3,71,,
75,2,2,9,,
75,1,3,31,,
75,2,4,59,,
75,2,2,13,,
75,2,3,47,,
75,1,2,9.5,,
75,1,2,44.5,,
75,2,4,48,,
75,2,4,55,,
75,2,2,11,,
75,1,2,7,,
75,2,4,28,,
75,2,4,23.5,,
75,2,4,43.5,,
75,2,2,8.5,,
75,2,2,11,,
75,2,2,13.5,,
75,2,2,7,,
75,2,4,60,,
75,2,5,21,,
75,2,4,75.5,,
75,2,4,40,,
75,2,2,12.5,,
75,2,4,9.5,,
75,2,3,7,,
75,2,3,9.5,,
75,2,2,7.5,,
75,2,3,13.5,,
75,2,4,10,,
75,2,2,8,,
75,2,2,10.5,,
75,2,2,15.5,,
75,2,4,55.5,,
75,2,3,8,,
75,2,3,10,,
75,2,3,9.5,,
75,2,3,68,,
75,2,3,65.5,,
75,2,3,8.5,,
75,2,3,7,,
75,2,3,52,,
75,2,4,50.5,,
75,NA,NA,NA,,
75,2,3,70,,
75,2,4,24.5,,
75,2,4,25,,
75,2,4,40.5,,
75,2,4,34,,
75,2,3,59.5,,
75,2,3,27,,
75,1,2,14,,
75,2,3,53,,
75,2,3,49,,
75,2,3,10,,
75,2,2,90.5,,
75,2,3,29.5,,
75,2,4,31.5,,
75,2,5,21,,
75,2,4,52.5,,
75,2,4,51.5,,
75,2,4,50.5,,
75,2,3,75,,
75,2,3,66,,
75,2,4,14,,
75,1,3,7,,
75,1,3,7.5,,
75,1,4,7,,
75,2,3,10,,
76,2,3,52.5,,
76,1,3,10,,
76,2,3,51.5,,
76,2,3,11,,
76,1,3,27,,
76,1,3,13.5,,
76,2,3,42.5,,
76,1,3,11.5,,
76,1,4,19,,
76,2,3,31,,
76,2,3,41,,
76,2,3,62.5,,
76,2,3,16.5,,
76,2,3,13.5,,
76,2,3,12,,
76,2,4,12.5,,
76,2,4,9.5,,
76,2,4,15.5,,
76,1,3,7,,
76,1,4,8,,
76,2,3,79,,
76,1,3,10,,
76,2,3,55.5,,
76,1,3,10,,
76,1,3,46,,
76,1,3,11.5,,
76,1,3,45.5,,
76,1,3,9,,
76,1,4,20,,
76,2,3,26,,
76,2,3,30,,
76,2,3,9,,
76,2,3,19,,
76,1,1,13,,
76,2,3,74.5,,
76,2,2,45.5,,
76,1,3,24,,
76,1,3,10.5,,
76,2,3,10,,
76,2,3,10,,
76,1,3,30,,
76,NA,NA,NA,,
76,2,4,25,,
76,2,5,32.5,,
76,1,5,37.5,,
76,1,1,45,,
76,1,1,49,,
76,1,3,15.5,,
76,2,4,33,,
76,1,3,8,,
76,2,4,33,,
76,1,3,8,,
76,1,3,7.5,,
76,1,1,20,,
76,1,1,7,,
76,1,1,9,,
76,1,1,19.5,,
76,1,1,12.5,,
77,2,2,11,,
77,2,2,44,,
77,2,3,8.5,,
77,2,1,19.5,,
77,2,3,22,,
77,2,4,31,,
77,2,2,13.5,,
77,2,2,9,,
