Plot,GroupedTreeSpecies,Treedata.Tree_Decay,Treedata.DBH_cm ,,
110,2,3,7,,
110,2,5,22,,
110,2,3,31,,
111,2,4,14,,
111,2,3,57,,
111,2,3,37.5,,
111,2,4,29.5,,
111,2,4,19,,
111,2,3,81,,
111,2,4,41,,
111,2,5,31,,
111,2,5,10,,
111,2,4,29.05,,
111,2,3,14.5,,
111,2,4,33,,
111,2,3,16,,
111,2,5,31,,
111,2,5,14,,
111,2,2,9,,
111,2,4,25,,
111,2,5,27,,
111,2,3,14.5,,
111,NA,3,41,,
111,2,4,46,,
111,2,5,52.5,,
111,2,4,35.5,,
111,2,5,25,,
111,2,4,26,,
111,2,5,19,,
111,2,5,16,,
111,2,4,30.5,,
111,2,4,15,,
111,2,4,19.5,,
111,2,4,28.5,,
111,1,2,9,,
111,2,5,24,,
111,2,2,14,,
111,2,4,30,,
111,2,5,21,,
111,2,5,20,,
111,2,5,9,,
111,2,3,16,,
111,2,5,13,,
111,2,5,29,,
111,2,5,37,,
111,2,4,31,,
111,2,4,9,,
111,2,5,27.5,,
111,2,3,17,,
111,2,3,16,,
111,2,3,25,,
111,2,3,15,,
111,2,4,24.5,,
111,2,4,22,,
111,2,3,51,,
111,2,5,16.5,,
111,2,4,17.5,,
111,2,4,34.5,,
111,2,4,21.5,,
111,2,4,27.5,,
111,2,4,26,,
111,2,4,28.5,,
111,2,5,31,,
111,2,4,43.5,,
111,2,3,32,,
111,2,5,26,,
111,2,4,30,,
111,2,3,30.5,,
111,2,2,16,,
111,2,4,27.5,,
111,2,3,23,,
111,2,4,14,,
111,2,3,42,,
111,2,4,26,,
111,NA,NA,NA,,
111,NA,NA,NA,,
113,2,4,11.5,,
113,2,5,32,,
113,2,2,33,,
113,2,2,32,,
113,2,2,23.5,,
113,2,2,33.5,,
113,2,2,37.5,,
113,2,2,21.5,,
113,2,2,21.5,,
113,2,4,41,,
113,2,2,25.5,,
113,2,2,32,,
113,2,3,8,,
113,2,2,26,,
113,2,3,19,,
113,2,4,7.5,,
113,2,4,13,,
113,2,2,37,,
113,2,2,27.5,,
113,2,2,30,,
113,2,2,24,,
113,2,4,14,,
113,2,4,17.5,,
113,2,3,12,,
113,2,2,25,,
113,2,3,7,,
113,2,3,7,,
113,2,4,17,,
113,2,2,42,,
113,2,3,45,,
113,2,2,16.5,,
113,2,3,15,,
113,1,3,8.5,,
113,2,2,43,,
113,1,3,7.5,,
113,2,2,31.5,,
113,2,4,10,,
113,2,3,42.5,,
113,2,2,31,,
113,2,4,11,,
113,2,2,37.5,,
113,2,2,31,,
113,2,2,48.5,,
113,2,2,26,,
113,2,4,16.5,,
113,2,2,36.5,,
113,2,3,38,,
113,2,2,24,,
113,2,3,19,,
113,2,3,7,,
113,2,3,26,,
113,2,2,33,,
113,2,2,27.5,,
113,2,3,8.5,,
113,2,2,31,,
113,2,3,7,,
113,2,2,40.5,,
113,2,2,11,,
113,2,2,21,,
113,2,2,11,,
113,2,3,21,,
113,2,2,35,,
113,2,2,29,,
113,2,3,14.5,,
113,2,2,28,,
113,2,4,12,,
113,2,3,13.5,,
113,2,3,8,,
113,2,3,16,,
113,2,2,25.5,,
113,2,2,36.5,,
113,2,2,28,,
113,2,3,17.5,,
113,2,4,27.5,,
113,2,2,24,,
113,2,3,26,,
113,2,2,13.5,,
113,2,4,16.5,,
113,2,4,9,,
113,2,3,11,,
113,2,3,8,,
113,2,2,39,,
113,2,2,27,,
113,2,2,16.5,,
113,2,2,41.5,,
113,2,3,8,,
113,2,2,14,,
113,2,2,27,,
113,2,4,7.5,,
113,2,2,51.5,,
113,2,2,36,,
113,2,2,15,,
113,2,3,29,,
113,2,2,36.5,,
113,2,2,29,,
113,2,2,37.5,,
113,2,2,38.5,,
113,2,2,42,,
113,2,2,18.5,,
113,2,2,31.5,,
114,2,4,46.5,,
114,2,2,11,,
114,2,2,7.5,,
114,2,2,95,,
114,2,4,64,,
114,1,2,16,,
114,1,2,11,,
114,1,2,18,,
114,1,2,17.5,,
114,2,4,51,,
114,2,5,16,,
114,2,3,7.5,,
114,1,2,7,,
114,1,2,8.5,,
114,1,1,21,,
114,2,4,56.5,,
114,2,3,30,,
114,2,4,31,,
114,2,2,63.5,,
114,2,2,13,,
114,2,3,43.5,,
114,2,4,12,,
114,2,2,25.5,,
114,2,4,26,,
114,2,2,43,,
114,2,2,60.5,,
114,2,2,30,,
114,2,2,23,,
114,2,2,13,,
117,2,4,60,,
117,2,4,16,,
117,2,4,48,,
117,2,2,41.5,,
117,2,4,16.5,,
117,2,4,17.5,,
117,2,2,8,,
117,2,3,13,,
117,2,3,24.5,,
117,2,4,10,,
117,2,4,9.5,,
117,2,4,9,,
117,2,3,22,,
117,2,4,41,,
117,2,4,55.5,,
117,2,2,16,,
117,2,4,21.5,,
117,2,3,24,,
117,2,4,8.5,,
117,2,4,14.5,,
117,2,4,72,,
117,2,3,20,,
117,2,3,20.5,,
117,2,4,38.5,,
117,2,2,46.5,,
117,2,2,15.5,,
117,2,4,48,,
117,2,2,26.5,,
117,2,4,7.5,,
117,2,4,8.5,,
117,2,4,10,,
117,2,3,8,,
117,2,3,7,,
117,2,3,8,,
117,2,3,7,,
117,2,4,32.5,,
117,2,5,16.5,,
117,2,4,26,,
117,2,4,8,,
117,2,4,8,,
117,2,3,7.5,,
117,2,3,10.5,,
117,2,4,8,,
117,2,4,19,,
117,2,3,22.5,,
117,2,4,9.5,,
117,2,4,38.5,,
117,2,4,18,,
117,2,4,44,,
117,2,3,7,,
117,2,3,23,,
117,2,3,23,,
117,2,3,14,,
117,2,4,15,,
117,2,3,12.5,,
117,2,3,9.5,,
117,2,4,10,,
117,2,3,28,,
117,2,2,21.5,,
117,2,2,30.5,,
117,2,5,13,,
117,2,3,26.5,,
117,2,4,8.5,,
117,2,4,18,,
117,2,4,14,,
117,2,2,40.5,,
117,2,4,23.5,,
117,2,2,48.5,,
117,2,4,21.5,,
117,2,4,40,,
117,2,4,22,,
117,2,4,46,,
117,2,4,33.5,,
117,1,2,12.5,,
117,2,4,17.5,,
117,2,4,69,,
117,2,3,29.5,,
117,2,4,15,,
117,2,3,36.5,,
117,2,4,15,,
117,2,5,17,,
117,2,4,24,,
117,2,3,17,,
117,2,3,16.5,,
117,2,3,12,,
117,2,4,7.5,,
117,2,3,9,,
117,2,3,34.5,,
117,2,4,50,,
117,2,5,10,,
117,2,4,23,,
117,2,3,35,,
117,2,4,18.5,,
117,2,2,64.5,,
117,2,5,16.5,,
117,2,4,20,,
117,2,4,7.5,,
117,2,4,8.5,,
117,2,4,51,,
117,2,4,29.5,,
117,2,3,7.5,,
117,2,3,50.5,,
117,2,2,8,,
117,2,2,63,,
117,2,3,57,,
117,2,3,25.5,,
117,2,3,16,,
117,2,4,21.5,,
117,2,3,41,,
117,2,4,18.5,,
117,2,3,13.5,,
117,2,4,11.5,,
117,2,3,43,,
117,2,2,9,,
117,2,4,13.5,,
117,2,4,43,,
117,2,5,16.5,,
117,2,4,10,,
117,2,3,31,,
117,2,3,49,,
117,1,2,7,,
117,2,3,21,,
117,1,2,7,,
117,NA,NA,NA,,
118,1,2,42,,
118,2,4,25.5,,
118,2,2,43.5,,
118,1,3,25,,
118,1,3,28,,
118,2,3,54.5,,
118,2,1,20,,
118,2,5,12,,
118,1,3,9.5,,
118,1,3,10,,
118,2,3,10,,
118,2,4,44,,
118,1,2,10.5,,
118,2,4,21,,
118,1,3,11,,
118,1,3,14.5,,
118,2,4,14,,
118,1,4,18,,
118,2,3,55,,
118,2,3,48,,
118,2,3,10.5,,
118,2,3,11,,
118,2,4,27,,
118,2,4,41,,
118,2,3,45,,
118,1,1,9.5,,
118,2,4,22.5,,
118,2,4,11,,
118,2,4,27,,
118,2,4,15,,
118,1,3,11,,
119,2,3,80,,
119,2,1,40,,
119,2,4,13,,
119,2,3,21,,
119,2,3,11,,
119,2,3,85,,
119,2,4,38,,
119,2,4,33,,
119,2,4,33,,
119,2,3,11,,
119,2,4,57,,
119,2,4,26,,
119,2,3,7,,
119,2,3,11,,
119,2,3,17,,
119,2,4,21,,
119,NA,NA,NA,,
119,2,3,8,,
119,NA,NA,NA,,
119,2,4,35,,
119,1,3,48,,
119,1,3,36,,
119,1,3,7,,
119,2,2,8,,
119,2,3,21,,
119,2,3,59,,
119,2,3,7,,
119,2,4,38,,
119,2,3,21,,
119,2,4,16,,
119,2,5,11,,
119,2,3,26,,
119,2,3,42,,
119,1,3,49,,
119,2,3,26,,
119,2,1,70,,
119,2,3,51,,
119,2,4,70,,
119,2,4,20,,
119,2,4,10,,
119,2,1,74,,
119,2,3,9,,
119,NA,NA,NA,,
119,NA,NA,NA,,
121,1,4,8,,
121,1,4,12.5,,
121,1,4,11,,
121,1,3,31,,
121,2,3,8,,
121,2,3,36,,
121,2,3,30,,
121,2,4,9,,
121,2,3,90,,
121,2,5,53,,
121,1,2,130,,
121,2,5,10,,
121,2,3,72,,
121,2,3,9,,
121,2,3,14,,
121,2,3,7,,
121,2,3,18,,
121,2,2,32,,
121,2,3,43,,
121,2,3,36,,
121,2,3,29,,
121,2,3,25,,
121,2,3,12,,
121,2,3,10,,
121,2,3,13,,
121,2,3,66,,
121,2,4,11,,
121,2,3,10,,
121,2,3,21.5,,
121,2,2,29,,
121,2,3,23.5,,
121,2,3,10.5,,
121,2,4,8.5,,
121,2,2,7.5,,
121,2,2,37,,
121,2,4,27.5,,
121,2,3,28.5,,
121,2,3,11,,
121,2,2,10,,
121,2,3,13.5,,
121,2,3,26.5,,
121,2,3,26.5,,
121,2,3,29.5,,
121,2,2,16,,
121,2,3,21,,
121,2,2,11,,
121,2,3,7,,
121,1,3,21,,
121,1,3,34,,
121,1,3,62,,
121,1,2,34,,
121,1,3,11,,
121,1,4,9,,
121,1,3,36.5,,
121,1,3,25,,
121,1,4,28,,
121,1,3,36,,
121,1,5,34,,
121,1,4,24,,
121,1,3,32,,
121,1,4,41,,
121,1,3,40,,
121,1,4,7,,
121,1,3,55,,
122,1,2,20,,
122,2,3,27,,
122,1,3,42.5,,
122,1,2,7.5,,
122,1,2,13,,
122,1,2,10,,
122,1,2,11,,
122,2,3,28,,
122,1,2,8,,
122,1,2,43,,
122,1,2,9.5,,
122,1,3,11,,
122,1,2,61.5,,
122,1,4,11,,
122,1,4,21,,
122,1,4,29.5,,
122,1,4,26.5,,
122,1,3,37,,
122,1,2,37.5,,
122,1,2,7.5,,
122,1,2,7,,
122,2,3,20.5,,
122,1,4,25.5,,
122,1,5,19.5,,
122,1,2,44.5,,
122,1,4,21,,
122,2,3,16,,
122,1,4,27.5,,
122,2,4,15,,
122,1,3,15,,
122,2,3,12,,
122,2,3,33,,
122,2,3,49.5,,
122,1,4,24.5,,
122,1,4,12,,
122,2,3,39.5,,
122,2,4,22.5,,
122,1,2,24.5,,
122,2,4,23.5,,
122,1,2,37,,
122,1,2,28.5,,
122,2,2,40.5,,
122,2,5,32.5,,
122,1,3,11.5,,
122,1,2,12,,
122,1,3,24.5,,
122,2,3,19.5,,
122,2,3,31,,
122,2,2,48,,
122,1,2,32.5,,
122,1,2,13.5,,
122,1,2,7,,
122,1,3,7.5,,
122,2,4,28,,
122,2,3,49,,
122,1,3,19,,
122,2,3,11,,
122,1,2,8,,
122,2,3,14.5,,
122,1,2,25.5,,
122,2,3,22,,
122,1,2,31,,
122,1,3,10,,
122,1,2,24.5,,
122,1,3,8,,
122,1,3,8,,
122,1,3,7.5,,
122,1,3,9.5,,
122,1,3,55.5,,
122,1,3,7,,
122,1,3,7,,
122,1,2,7.5,,
122,1,2,8,,
122,1,2,9,,
122,1,2,7,,
122,2,3,43.5,,
122,NA,NA,NA,,
123,NA,NA,NA,,
123,2,2,81,,
123,2,2,60,,
123,2,2,17,,
123,2,2,21.5,,
123,2,2,8,,
123,2,2,13.5,,
123,2,2,14.5,,
123,2,2,10,,
123,2,4,16,,
123,1,2,16.5,,
123,2,2,24,,
123,NA,NA,NA,,
123,2,3,23.5,,
123,2,4,15.5,,
123,2,5,46,,
123,2,4,30,,
123,2,2,14,,
123,NA,1,NA,,
123,2,5,18,,
123,2,5,13,,
123,2,4,26,,
123,2,3,10,,
123,2,2,48.5,,
123,2,2,25,,
123,2,3,54,,
123,2,2,24.5,,
123,2,2,7,,
123,2,2,8,,
123,2,2,7.5,,
123,2,2,12,,
123,2,2,18,,
123,2,2,70.5,,
123,2,3,15,,
123,2,1,35,,
123,2,2,8.5,,
123,2,2,11,,
123,2,2,8,,
123,2,5,11,,
123,2,2,9.5,,
123,2,2,9.5,,
123,2,2,9,,
123,2,3,21.5,,
123,2,3,29.5,,
123,2,2,8.5,,
123,2,2,11,,
123,2,2,46,,
123,2,4,18,,
123,2,3,23.5,,
123,2,2,NA,,
123,2,2,7,,
123,2,2,8,,
123,2,3,9,,
123,2,3,19,,
123,2,2,9,,
123,2,3,10,,
123,2,3,9,,
123,2,2,8,,
123,2,2,7,,
123,2,3,10.5,,
123,2,3,14,,
123,2,3,18,,
123,2,4,20.5,,
123,2,2,48.5,,
123,2,3,19,,
123,2,2,36.5,,
123,2,2,28.5,,
123,2,2,7,,
123,NA,NA,NA,,
124,2,4,46.5,,
124,1,2,10,,
124,2,2,11,,
124,2,3,12.5,,
124,2,4,10.5,,
124,2,5,23.5,,
124,2,4,7.5,,
124,2,3,11,,
124,2,5,47.5,,
124,2,4,43.5,,
124,2,4,30.5,,
124,2,5,7,,
124,2,4,11.5,,
124,2,4,17,,
124,2,5,39.5,,
124,2,4,17.5,,
124,2,5,7.5,,
124,2,4,12,,
124,2,2,14.5,,
124,2,4,7.5,,
124,2,4,12,,
124,2,4,21.5,,
124,2,4,9.5,,
124,2,4,11,,
124,2,4,8,,
124,2,3,13.5,,
124,2,3,12,,
124,2,4,11.5,,
124,2,4,9,,
124,2,3,9,,
124,1,2,17.5,,
124,2,2,9,,
124,2,2,75.5,,
124,2,2,9.5,,
124,2,5,44.5,,
124,1,2,15.2,,
124,2,2,12,,
124,2,4,21.5,,
124,2,4,12,,
124,1,2,10.5,,
124,2,3,7,,
124,2,2,19.5,,
124,1,2,13.5,,
124,2,3,16.5,,
124,2,2,51.5,,
124,2,2,8.5,,
124,2,3,20,,
124,1,2,22,,
124,1,2,28,,
124,2,2,52.5,,
124,2,2,8,,
124,2,2,71.5,,
124,2,4,46.5,,
124,2,4,30,,
124,2,2,78,,
124,2,3,12,,
124,2,2,13,,
124,2,2,11,,
125,1,1,20,,
125,1,1,8.5,,
125,1,1,9.5,,
125,2,4,26,,
125,2,4,10,,
125,2,3,13.5,,
125,2,3,12,,
125,2,4,32.5,,
125,2,3,37.5,,
125,2,3,43,,
125,1,4,16,,
125,1,2,12.5,,
125,2,3,11,,
125,1,2,8,,
125,2,4,13,,
125,2,4,36.5,,
125,2,4,31,,
125,2,1,51.5,,
125,2,4,25,,
125,2,1,50.5,,
125,2,4,10,,
125,2,3,7.5,,
125,2,4,10,,
125,2,3,13,,
125,2,4,28.5,,
125,2,3,15,,
125,2,4,37.5,,
125,1,3,7,,
125,2,4,17,,
125,1,4,24,,
125,2,4,18,,
125,2,3,16.5,,
125,1,2,39.5,,
125,1,2,13.5,,
125,2,4,18,,
125,2,4,33,,
125,2,4,18,,
125,2,3,8,,
125,2,3,24,,
125,2,3,8,,
125,2,3,27,,
125,2,3,32.5,,
125,2,3,23.5,,
125,2,4,22,,
125,NA,NA,NA,,
127,2,4,37.5,,
127,2,3,8,,
127,2,4,38.5,,
127,2,4,34.5,,
127,2,4,7.5,,
127,2,4,28.5,,
127,2,4,10.5,,
127,2,3,28.5,,
127,2,3,74,,
127,2,4,59.5,,
127,2,3,11,,
127,2,3,32,,
127,2,4,32.5,,
127,2,3,8,,
127,2,3,17,,
127,2,4,46.5,,
127,2,4,58,,
127,2,3,48,,
127,2,4,41,,
127,2,4,31.5,,
127,2,5,41.5,,
127,2,5,28.5,,
127,2,4,41,,
127,2,4,11.5,,
127,2,3,9.5,,
127,2,2,12,,
127,1,2,9,,
127,2,2,9,,
127,2,2,53.5,,
127,2,3,19.5,,
127,2,3,24.5,,
127,2,2,63,,
127,2,4,30,,
127,2,5,28,,
127,2,4,12.5,,
127,2,3,9,,
127,2,5,51.5,,
127,2,4,11.5,,
127,2,4,32,,
127,2,4,21,,
127,2,4,30,,
127,2,3,76.5,,
128,2,4,54.5,,
128,2,3,61,,
128,2,3,40,,
128,2,4,8,,
128,2,4,21.5,,
128,2,4,21,,
128,2,4,41.5,,
128,2,3,57,,
128,2,2,14,,
128,2,3,20,,
128,2,5,24.5,,
128,2,3,11,,
128,2,3,42,,
128,2,3,10.5,,
128,2,4,14.5,,
128,2,3,53.5,,
128,2,3,20.5,,
128,2,3,15,,
128,2,3,45.5,,
128,2,4,11,,
128,2,4,49.5,,
128,2,3,17.5,,
128,2,3,42,,
128,2,4,11,,
128,2,4,17.5,,
128,2,5,11.5,,
128,2,5,15,,
128,2,4,20,,
128,2,5,14,,
128,1,3,9.5,,
128,2,4,7,,
128,1,4,14.5,,
128,2,3,38,,
128,1,NA,11,,
128,2,5,15.5,,
128,2,2,59,,
128,1,2,17.5,,
128,1,2,27,,
128,2,2,13.5,,
128,NA,NA,NA,,
129,2,3,47,,
129,1,3,19,,
129,2,4,50.5,,
129,NA,NA,NA,,
129,2,4,20,,
129,1,2,7.5,,
129,1,4,7,,
129,2,5,46.5,,
129,1,3,9.5,,
129,1,3,10,,
129,1,2,9,,
129,1,1,38.5,,
129,2,4,43,,
129,2,3,63,,
129,2,4,59.5,,
129,2,3,71,,
129,2,3,7,,
129,2,5,36.5,,
129,2,3,13,,
129,2,3,12.5,,
129,2,3,22.5,,
129,2,4,47,,
129,NA,NA,NA,,
129,2,3,8,,
129,2,5,22,,
129,2,4,15,,
129,2,4,17,,
129,2,5,17,,
129,1,3,15.5,,
129,2,4,20,,
129,2,4,32,,
129,2,3,86,,
129,1,3,7,,
129,1,2,7.5,,
129,1,1,9,,
129,2,4,42,,
129,1,1,9,,
129,1,1,12.5,,
129,2,4,39,,
130,2,3,7.5,,
130,2,4,7,,
130,2,4,38.5,,
130,2,3,10,,
130,2,4,16.5,,
130,2,3,9.5,,
130,2,4,8,,
130,2,4,11,,
130,2,4,7.5,,
130,2,3,42.5,,
130,2,3,10.5,,
130,2,2,10,,
130,2,3,42,,
130,2,5,37.5,,
130,2,3,34,,
130,2,2,37,,
130,2,3,23,,
130,2,4,33,,
130,2,3,16,,
130,2,4,44,,
130,2,3,7,,
130,2,4,9,,
130,2,4,55.5,,
130,2,2,48.5,,
130,2,4,24.5,,
130,1,4,24,,
130,2,4,22,,
130,2,5,14,,
130,2,3,30.5,,
130,2,4,30.5,,
130,2,4,34.5,,
130,1,3,10.5,,
130,1,3,20,,
130,2,4,29,,
130,2,4,14,,
130,2,4,7.5,,
130,NA,NA,NA,,
130,2,4,8.5,,
130,2,4,29,,
130,2,2,8,,
130,2,4,20,,
130,2,4,32,,
130,1,2,12.5,,
130,1,2,10.5,,
130,1,2,7.5,,
130,1,3,24,,
130,1,3,35,,
130,1,3,17.5,,
130,1,2,7,,
130,1,2,7.5,,
130,2,3,15.5,,
130,2,4,11,,
130,2,4,9,,
130,2,3,40,,
130,2,4,51.5,,
130,2,3,12,,
130,2,4,45.5,,
130,2,4,10,,
130,2,4,38,,
130,2,3,7.5,,
130,2,4,27,,
130,2,4,29.5,,
130,2,3,31,,
130,2,4,20.5,,
130,2,4,30.5,,
130,2,3,25,,
130,2,4,40,,
130,NA,NA,NA,,
131,2,3,2.5,,
131,2,4,23,,
131,2,4,72,,
131,2,4,31.5,,
131,2,4,34.5,,
131,2,3,55,,
131,2,3,28,,
131,2,5,43,,
131,2,5,32,,
131,2,4,24.5,,
131,2,4,29.5,,
131,2,4,36.5,,
131,2,4,29,,
131,2,4,44.5,,
131,2,5,42,,
131,2,3,33.5,,
131,2,2,13,,
131,2,2,8.2,,
131,2,3,28,,
131,2,4,12,,
131,2,4,37,,
131,2,4,35.5,,
132,2,3,25,,
132,2,3,29,,
132,2,3,21,,
132,2,3,7,,
132,2,3,8,,
132,2,3,35.5,,
132,2,3,31.5,,
132,2,2,45.5,,
132,2,3,37,,
132,2,3,31,,
132,2,3,36.5,,
132,2,3,33,,
132,2,3,26,,
132,2,3,7,,
132,2,3,7,,
132,2,3,8,,
132,2,2,47,,
132,2,3,37,,
132,2,4,22,,
132,2,3,51,,
132,2,3,45,,
132,2,4,33.5,,
132,2,4,31.5,,
132,2,3,7.5,,
132,2,3,8,,
132,NA,NA,NA,,
132,2,3,45.5,,
132,2,2,39.5,,
132,2,3,21,,
132,2,4,31,,
132,2,3,44,,
132,2,3,35.5,,
132,2,3,59.5,,
132,2,4,42.5,,
132,2,4,30,,
132,2,2,39,,
132,2,3,27.5,,
132,2,4,8,,
132,2,3,45,,
132,2,3,46.5,,
132,2,3,7,,
132,2,3,14.5,,
132,2,3,21.5,,
132,NA,NA,NA,,
133,2,3,13.5,,
133,2,4,29,,
133,2,4,44.5,,
133,2,4,26,,
133,2,3,38,,
133,2,5,11,,
133,2,2,75,,
133,2,3,27.5,,
133,2,4,44.5,,
133,2,4,11,,
133,2,2,59,,
133,2,3,22,,
133,2,4,24,,
133,2,4,33.5,,
133,2,4,16,,
133,2,5,36,,
133,2,3,12,,
133,2,4,42,,
133,2,3,47.5,,
133,2,1,82,,
133,2,2,47.5,,
133,2,4,44,,
133,2,5,46,,
133,1,3,11.5,,
133,2,2,72,,
133,2,3,11,,
133,2,4,12.5,,
133,2,4,41,,
134,2,2,9,,
134,2,3,10.5,,
134,2,2,7,,
134,2,3,8,,
134,2,3,57.5,,
134,2,3,42,,
134,2,4,19,,
134,2,3,39.5,,
134,2,4,12.5,,
134,2,3,48,,
134,2,3,27,,
134,2,4,38,,
134,2,2,13,,
134,2,3,13.5,,
134,2,3,8.5,,
134,2,3,44,,
134,2,5,17.5,,
134,2,5,8,,
134,2,2,31.5,,
134,2,4,15.5,,
134,2,4,28,,
134,2,3,12,,
134,2,4,39.5,,
134,2,3,38,,
134,2,5,30,,
134,2,4,29,,
134,2,5,15,,
134,2,4,20,,
134,2,4,30,,
134,2,4,38.5,,
134,2,5,21.5,,
134,2,3,34,,
134,2,5,46,,
134,2,3,39.5,,
134,2,3,10,,
134,2,4,19,,
134,2,4,14,,
134,2,3,20,,
134,2,4,25.5,,
134,2,4,17,,
134,2,3,44.5,,
134,2,4,8.5,,
134,2,4,14,,
134,2,3,23,,
134,2,4,17,,
134,2,4,15,,
134,2,3,31.5,,
134,2,2,24,,
134,2,2,23,,
134,2,4,31.5,,
134,2,4,38.5,,
134,2,4,29,,
134,2,5,10,,
134,2,4,27.5,,
134,2,3,13,,
134,2,2,24,,
134,2,2,13,,
134,2,3,8.5,,
134,2,4,25.5,,
134,2,4,21.5,,
134,2,5,11,,
134,2,3,9.5,,
134,2,3,46,,
134,NA,NA,NA,,
135,2,4,15.5,,
135,2,4,20,,
135,2,3,30,,
135,2,4,35.5,,
135,2,4,8,,
135,2,4,17,,
135,2,3,45,,
135,2,2,11.5,,
135,2,5,16,,
135,2,4,11,,
135,2,4,7,,
135,2,4,13.5,,
135,2,5,23,,
135,2,4,9,,
135,2,4,7,,
135,2,4,30.5,,
135,2,4,13,,
135,2,4,22,,
135,2,3,9,,
135,2,5,21,,
135,2,4,9,,
135,2,4,67,,
135,2,5,23,,
135,2,2,7.5,,
135,2,4,23.5,,
135,2,4,23.5,,
135,2,4,25.5,,
135,2,4,11,,
135,2,2,8.6,,
135,2,2,23.5,,
135,2,4,14.5,,
135,2,4,33,,
135,2,5,26,,
135,2,4,34.5,,
135,2,3,11.5,,
135,2,2,18,,
135,2,4,22,,
135,2,4,33,,
135,2,2,9.5,,
135,2,3,30,,
135,2,3,17.5,,
135,2,4,24,,
135,2,4,31,,
135,2,3,32.5,,
135,2,4,12.5,,
135,2,4,9,,
135,2,4,11,,
135,2,4,15.5,,
135,2,4,22,,
135,2,4,31,,
135,2,5,46,,
135,2,4,38,,
135,2,4,25.5,,
135,1,4,9,,
135,2,3,7,,
135,1,1,12,,
136,2,3,17,,
136,2,3,39,,
136,2,3,13.5,,
136,2,2,8.5,,
136,2,3,57.5,,
136,2,3,12,,
136,2,5,39,,
136,2,3,44.5,,
136,2,3,44.5,,
136,2,3,77.5,,
136,2,3,26.5,,
136,2,3,31,,
136,2,3,39.5,,
136,2,2,10,,
136,2,2,9.5,,
136,2,2,60.5,,
136,2,2,10,,
136,2,3,67.5,,
136,2,5,52,,
136,2,3,14.5,,
136,2,2,73,,
136,2,4,12.4,,
136,2,3,55,,
136,2,3,78,,
136,2,4,9,,
136,2,4,7,,
136,2,3,47,,
136,2,4,11.5,,
136,2,4,8,,
136,2,5,42,,
136,2,2,58,,
136,2,4,31.5,,
136,2,3,66.5,,
136,2,2,8,,
136,2,4,62,,
136,2,2,15.5,,
136,2,2,14,,
136,2,4,48.5,,
136,2,2,9.5,,
136,2,2,8.5,,
136,2,2,77.5,,
136,2,3,45.5,,
136,2,3,44,,
136,2,3,13,,
136,2,2,68,,
136,2,2,15,,
136,NA,NA,NA,,
137,2,4,59,,
137,2,3,11,,
137,2,2,7,,
137,2,3,79,,
137,1,2,21,,
137,2,2,8,,
137,2,4,14,,
137,2,2,7.5,,
137,2,2,8.5,,
137,2,3,78,,
137,2,3,68.5,,
137,2,2,39,,
137,2,2,13,,
137,2,4,14,,
137,2,2,9.5,,
137,2,2,12,,
137,2,4,63,,
137,2,4,9,,
137,NA,NA,NA,,
137,2,3,22,,
137,2,3,31,,
137,NA,NA,NA,,
138,2,3,16,,
138,2,3,7,,
138,2,4,7,,
138,2,4,28,,
138,2,2,38.5,,
138,2,3,46,,
138,2,3,11,,
138,2,3,9.5,,
138,2,4,21,,
138,2,3,8,,
138,2,3,78,,
138,2,2,67,,
138,2,4,38,,
138,2,4,16,,
138,2,2,14,,
138,2,3,65,,
138,2,4,59,,
138,NA,NA,NA,,
140,2,5,38.5,,
140,2,5,17,,
140,2,3,44,,
140,2,3,12.5,,
140,2,3,40,,
140,2,3,26,,
140,2,1,59,,
140,2,3,19,,
140,2,4,47,,
140,2,5,39,,
140,2,4,27.5,,
140,2,4,8,,
140,2,4,9,,
140,2,4,28,,
140,2,2,57.5,,
140,2,2,8,,
140,2,2,13,,
140,2,2,21.5,,
140,2,4,11.5,,
140,2,4,25,,
140,2,4,16.5,,
140,2,4,46,,
140,2,4,8,,
140,2,5,45,,
140,2,5,24,,
140,2,4,38,,
140,2,4,24,,
140,2,4,33.5,,
140,2,2,26,,
140,2,4,14.5,,
140,2,5,25,,
140,2,4,11,,
140,2,4,15.5,,
140,2,4,12,,
140,2,4,35,,
140,2,3,25.5,,
140,2,4,39,,
140,2,2,46,,
140,2,3,43.5,,
140,2,4,34,,
141,2,4,33.5,,
141,1,2,33,,
141,2,4,15,,
141,2,4,16,,
141,2,3,22.5,,
141,2,4,48,,
141,2,4,45,,
141,2,2,16.5,,
141,2,5,35.5,,
141,2,2,15,,
141,2,3,52,,
141,2,2,8,,
141,2,4,26,,
141,2,3,23,,
141,2,2,10.5,,
141,2,3,14,,
141,2,3,45,,
141,2,2,17,,
141,2,3,64,,
141,2,4,10,,
141,2,4,54,,
141,2,4,37,,
141,2,2,12,,
141,2,2,11,,
141,2,2,8,,
141,2,3,7,,
141,2,3,8,,
141,2,3,9.5,,
141,2,3,8,,
141,2,3,8,,
141,2,3,8,,
141,2,3,7.5,,
141,2,3,16.5,,
141,2,4,26,,
141,2,3,13,,
141,2,3,31,,
141,2,3,7.5,,
141,2,4,19,,
141,2,4,9,,
141,2,2,7,,
141,2,3,25,,
141,NA,NA,NA,,
148,2,3,7.5,,
148,2,4,39,,
148,2,3,17.5,,
148,1,1,10.5,,
