Group.1,x
A. alba Log/Entire Tree,1.55541752320642
A. alba Stump,1.40345893053447
Broadleaf Log/Entire Tree,0.816496580927726
Broadleaf Stump,0
Conifer Log/Entire Tree,1.18256565926021
Conifer Stump,0.86694134841251
F. sylvatica Log/Entire Tree,1.17187854307854
F. sylvatica Stump,1.13436624896318
No ID Log/Entire Tree,0.447213595499958
No ID Stump,0.778498944161523
P. abies Log/Entire Tree,1.32530578644107
P. abies Stump,1.11159520545094
