Plot,Abundance
1,6.02702702702703
2,3.96428571428571
3,3.62068965517241
4,4.75
5,3.26666666666667
6,3.63157894736842
7,4.82758620689655
8,4.48076923076923
9,4.41176470588235
10,3.83870967741935
11,3.96551724137931
12,3.125
13,3.4375
14,5.88888888888889
15,4.52631578947368
16,5.9047619047619
17,5
18,4.16666666666667
19,4.11764705882353
20,4.15
21,3.86666666666667
22,4.22222222222222
23,4.64705882352941
