Group.1,x
A. alba Log/Entire Tree,3.71029902306805
A. alba Stump,0.0698700091728789
Broadleaf Log/Entire Tree,5.7621507228101
Broadleaf Stump,0.0707106781186547
Conifer Log/Entire Tree,3.66426453949283
Conifer Stump,0.239684150630558
F. sylvatica Log/Entire Tree,4.10970986032523
F. sylvatica Stump,0.206109755303409
No ID Log/Entire Tree,6.36380389389868
No ID Stump,0.161139408869802
P. abies Log/Entire Tree,5.10387293915685
P. abies Stump,0.24172425409687
