Plot,Richness
1,4.67567567567568
2,4.03571428571429
3,3.93103448275862
4,4.02777777777778
5,3.53333333333333
6,3.89473684210526
7,4.82758620689655
8,3.75
9,3.94117647058824
10,3.64516129032258
11,4.3448275862069
12,3.75
13,3.3125
14,5.22222222222222
15,4.73684210526316
16,4.47619047619048
17,4.66666666666667
18,4
19,4.41176470588235
20,4.45
21,3.93333333333333
22,4.61111111111111
23,4.70588235294118
