Group.1,x
A. alba Log/Entire Tree,35.345652173913
A. alba Stump,49.0916666666667
Broadleaf Log/Entire Tree,32.9285714285714
Broadleaf Stump,46.15
Conifer Log/Entire Tree,32.2961538461538
Conifer Stump,47.5
F. sylvatica Log/Entire Tree,32.5204081632653
F. sylvatica Stump,48.1864864864865
No ID Log/Entire Tree,27.36
No ID Stump,50.6916666666667
P. abies Log/Entire Tree,31.9473958333333
P. abies Stump,50.6633027522936
