Group.1,x
A. alba Log/Entire Tree,3.21958079306791
A. alba Stump,1.62135371797393
Broadleaf Log/Entire Tree,2
Broadleaf Stump,0.707106781186548
Conifer Log/Entire Tree,2.44099601361033
Conifer Stump,1.39699223390372
F. sylvatica Log/Entire Tree,6.77856766521046
F. sylvatica Stump,1.60937568332881
No ID Log/Entire Tree,0.836660026534076
No ID Stump,0.887625364598595
P. abies Log/Entire Tree,3.18769568745379
P. abies Stump,1.97731786334967
