Group.1,x
A. alba Log/Entire Tree,10.4047148825636
A. alba Stump,12.5777189963648
Broadleaf Log/Entire Tree,10.3209680239976
Broadleaf Stump,11.5258405333407
Conifer Log/Entire Tree,14.7229475518792
Conifer Stump,16.2275427239352
F. sylvatica Log/Entire Tree,10.3197218064861
F. sylvatica Stump,14.4010061793952
No ID Log/Entire Tree,7.86784595680419
No ID Stump,18.7464158190467
P. abies Log/Entire Tree,10.3528782192996
P. abies Stump,19.3402796934392
